ad_archive_id,page_id,page_name,ad_creation_time,ad_delivery_start_time,ad_delivery_stop_time,byline,ad_creative_bodies,ad_creative_link_titles,ad_creative_link_captions,ad_creative_link_descriptions,impressions,spend,currency,demographic_distribution,delivery_by_region,publisher_platforms,estimated_audience_size,languages
514344951482249,110056212194357,"Fentanyl Free Communities",2024-08-23,2024-08-23,2024-08-27,"FENTANYL FREE COMMUNITIES FOUNDATION","IT'S BACK TO SCHOOL TIME!

Parents talk to your kids about fentanyl, and young people, talk to your friends. We must spread awareness about the dangers of fentanyl poisoning. Stay aware and stay safe. @[61561973553604:2048:PAUSE Program FFCF]

﻿#PAUSE #FentanylAwareness #BackToSchool #BeTheMessenger #FentanylPoisoning #FentanylFreeCommunities","Fentanyl Free Communities",fentanylfreecommunities.org,"Fentanyl Free Communities: Safeguarding families' futures through education and advocacy to combat the impact of the fentanyl crisis.","lower_bound: 6000, upper_bound: 6999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.002275},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.0013},{""age"":""65+"",""gender"":""male"",""percentage"":0.01739},{""age"":""55-64"",""gender"":""male"",""percentage"":0.036893},{""age"":""35-44"",""gender"":""male"",""percentage"":0.164635},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.0013},{""age"":""45-54"",""gender"":""female"",""percentage"":0.185113},{""age"":""35-44"",""gender"":""female"",""percentage"":0.213392},{""age"":""55-64"",""gender"":""female"",""percentage"":0.132618},{""age"":""65+"",""gender"":""female"",""percentage"":0.050219},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.003088},{""age"":""45-54"",""gender"":""male"",""percentage"":0.11019},{""age"":""25-34"",""gender"":""male"",""percentage"":0.047782},{""age"":""25-34"",""gender"":""female"",""percentage"":0.032667},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.001138}","{""region"":""Minnesota"",""percentage"":0.976831},{""region"":""Wisconsin"",""percentage"":0.023169}",facebook,"lower_bound: 1000001",en
1680047416181077,110056212194357,"Fentanyl Free Communities",2024-08-19,2024-08-19,2024-08-21,"FENTANYL FREE COMMUNITIES FOUNDATION","With National Fentanyl Prevention & Awareness Day approaching on August 21st, please listen to FFCF Chair @[1264749215:2048:Michele Law Hein]s message. Please share!
#fentanylawareness #fentanyleducation #fentanylprevention
@[100077458432573:2048:Paul Ostrow] @[100002535945200:2048:Michelle Loberg]","National Fentanyl Prevention & Awareness Day",FentanylFreeCommunities.Org,,"lower_bound: 1000, upper_bound: 1999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""55-64"",""gender"":""female"",""percentage"":0.39532},{""age"":""65+"",""gender"":""female"",""percentage"":0.374384},{""age"":""45-54"",""gender"":""female"",""percentage"":0.17734},{""age"":""35-44"",""gender"":""female"",""percentage"":0.052956}","{""region"":""Minnesota"",""percentage"":0.983794},{""region"":""Wisconsin"",""percentage"":0.016206}",facebook,"lower_bound: 500001, upper_bound: 1000000",
1380621576675517,94999047581,"California Department of Public Health",2024-08-29,2024-08-29,,"California Department of Public Health","Fact alert: using naloxone could make you a lifesaver.,Fact alert: using naloxone could make you a lifesaver.,Fact alert: using naloxone could make you a lifesaver.,Fact alert: using naloxone could make you a lifesaver.","Naloxone knowledge is power.,Naloxone knowledge is power.,Naloxone knowledge is power.,Naloxone knowledge is power.",factsfightfentanyl.org,,"lower_bound: 0, upper_bound: 999","lower_bound: 0, upper_bound: 99",USD,,,instagram,"lower_bound: 1000001",en
541468194896126,94999047581,"California Department of Public Health",2024-08-29,2024-08-29,,"California Department of Public Health","Fact alert: using naloxone could make you a lifesaver.,Naloxone knowledge is power.,Fact alert: using naloxone could make you a lifesaver.","Naloxone knowledge = power.",factsfightfentanyl.org,"Facts fight fentanyl.,Facts fight fentanyl.,Facts fight fentanyl.,Facts fight fentanyl.","lower_bound: 0, upper_bound: 999","lower_bound: 0, upper_bound: 99",USD,,,facebook,"lower_bound: 100001, upper_bound: 500000",en
768903921910996,94999047581,"California Department of Public Health",2024-08-29,2024-08-29,,"California Department of Public Health","Fact alert: using naloxone could make you a lifesaver.,Naloxone knowledge is power.,Fact alert: using naloxone could make you a lifesaver.","Naloxone knowledge = power.",factsfightfentanyl.org,"Facts fight fentanyl.,Facts fight fentanyl.,Facts fight fentanyl.,Facts fight fentanyl.","lower_bound: 0, upper_bound: 999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.011765},{""age"":""25-34"",""gender"":""female"",""percentage"":0.217647},{""age"":""35-44"",""gender"":""female"",""percentage"":0.376471},{""age"":""35-44"",""gender"":""male"",""percentage"":0.223529},{""age"":""25-34"",""gender"":""male"",""percentage"":0.152941},{""age"":""18-24"",""gender"":""female"",""percentage"":0.005882},{""age"":""18-24"",""gender"":""male"",""percentage"":0.011765}","{""region"":""California"",""percentage"":1}",facebook,"lower_bound: 100001, upper_bound: 500000",en
480200064921791,94999047581,"California Department of Public Health",2024-08-29,2024-08-29,,"California Department of Public Health","Oops. Forget what it’s called? You can say “the nasal spray that reverses opioid overdoses.” Pharmacists will get it.,Oops. Forget what it’s called? You can say “the nasal spray that reverses opioid overdoses.” Pharmacists will get it.,Oops. Forget what it’s called? You can say “the nasal spray that reverses opioid overdoses.” Pharmacists will get it.,Oops. Forget what it’s called? You can say “the nasal spray that reverses opioid overdoses.” Pharmacists will get it.,Oops. Forget what it’s called? You can say “the nasal spray that reverses opioid overdoses.” Pharmacists will get it.,Oops. Forget what it’s called? You can say “the nasal spray that reverses opioid overdoses.” Pharmacists will get it.,Oops. Forget what it’s called? You can say “the nasal spray that reverses opioid overdoses.” Pharmacists will get it.,Oops. Forget what it’s called? You can say “the nasal spray that reverses opioid overdoses.” Pharmacists will get it.,Oops. Forget what it’s called? You can say “the nasal spray that reverses opioid overdoses.” Pharmacists will get it.","Facts fight fentanyl.,Facts fight fentanyl.,Facts fight fentanyl.,Facts fight fentanyl.,Facts fight fentanyl.,Facts fight fentanyl.,Facts fight fentanyl.,Facts fight fentanyl.,Facts fight fentanyl.",factsfightfentanyl.org,"Get informed. Save lives.,Get informed. Save lives.,Get informed. Save lives.,Get informed. Save lives.,Get informed. Save lives.,Get informed. Save lives.,Get informed. Save lives.,Get informed. Save lives.,Get informed. Save lives.","lower_bound: 0, upper_bound: 999","lower_bound: 0, upper_bound: 99",USD,,,facebook,"lower_bound: 100001, upper_bound: 500000",en
1223971342288219,94999047581,"California Department of Public Health",2024-08-29,2024-08-29,,"California Department of Public Health","Fact alert: using naloxone could make you a lifesaver.,Naloxone knowledge is power.,Fact alert: using naloxone could make you a lifesaver.","Naloxone knowledge = power.",factsfightfentanyl.org,"Facts fight fentanyl.,Facts fight fentanyl.,Facts fight fentanyl.,Facts fight fentanyl.","lower_bound: 0, upper_bound: 999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.005587},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.005587},{""age"":""18-24"",""gender"":""female"",""percentage"":0.011173},{""age"":""25-34"",""gender"":""female"",""percentage"":0.318436},{""age"":""35-44"",""gender"":""female"",""percentage"":0.301676},{""age"":""25-34"",""gender"":""male"",""percentage"":0.173184},{""age"":""35-44"",""gender"":""male"",""percentage"":0.167598},{""age"":""18-24"",""gender"":""male"",""percentage"":0.01676}","{""region"":""California"",""percentage"":1}",facebook,"lower_bound: 1000001",en
1335552544071635,94999047581,"California Department of Public Health",2024-08-29,2024-08-29,,"California Department of Public Health","Fact alert: using naloxone could make you a lifesaver.,Naloxone knowledge is power.,Fact alert: using naloxone could make you a lifesaver.","Naloxone knowledge = power.",factsfightfentanyl.org,"Facts fight fentanyl.,Facts fight fentanyl.,Facts fight fentanyl.,Facts fight fentanyl.","lower_bound: 0, upper_bound: 999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.00565},{""age"":""25-34"",""gender"":""male"",""percentage"":0.146893},{""age"":""35-44"",""gender"":""female"",""percentage"":0.418079},{""age"":""25-34"",""gender"":""female"",""percentage"":0.217514},{""age"":""35-44"",""gender"":""male"",""percentage"":0.169492},{""age"":""18-24"",""gender"":""male"",""percentage"":0.008475},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.016949},{""age"":""18-24"",""gender"":""female"",""percentage"":0.016949}","{""region"":""California"",""percentage"":1}",facebook,"lower_bound: 1000001",en
816848637303605,94999047581,"California Department of Public Health",2024-08-29,2024-08-29,,"California Department of Public Health","Fentanyl could be sneaking into the party without anyone knowing.,Fentanyl could be sneaking into the party without anyone knowing.,Fentanyl could be sneaking into the party without anyone knowing.","Stay safe if fentanyl crashes the party.,Stay safe if fentanyl crashes the party.,Stay safe if fentanyl crashes the party.",factsfightfentanyl.org,,"lower_bound: 0, upper_bound: 999","lower_bound: 0, upper_bound: 99",USD,,,instagram,"lower_bound: 100001, upper_bound: 500000",en
1003612614844419,94999047581,"California Department of Public Health",2024-08-29,2024-08-29,,"California Department of Public Health","Fentanyl could be sneaking into the party without anyone knowing.,Fentanyl could be sneaking into the party without anyone knowing.,Fentanyl could be sneaking into the party without anyone knowing.,Fentanyl could be sneaking into the party without anyone knowing.","Stay safe if fentanyl crashes the party.,Stay safe if fentanyl crashes the party.,Stay safe if fentanyl crashes the party.,Stay safe if fentanyl crashes the party.",factsfightfentanyl.org,,"lower_bound: 0, upper_bound: 999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.011905},{""age"":""35-44"",""gender"":""female"",""percentage"":0.107143},{""age"":""35-44"",""gender"":""male"",""percentage"":0.083333},{""age"":""25-34"",""gender"":""male"",""percentage"":0.22619},{""age"":""18-24"",""gender"":""female"",""percentage"":0.130952},{""age"":""25-34"",""gender"":""female"",""percentage"":0.285714},{""age"":""18-24"",""gender"":""male"",""percentage"":0.154762}","{""region"":""California"",""percentage"":1}",instagram,"lower_bound: 100001, upper_bound: 500000",en
1275199440310855,94999047581,"California Department of Public Health",2024-08-29,2024-08-29,,"California Department of Public Health","Fentanyl is sneaky. Deadly doses have been found in “party drugs” like MDMA and cocaine, as well as fake prescription pills.,Fentanyl is sneaky. Deadly doses have been found in “party drugs” like MDMA and cocaine, as well as fake prescription pills.,Keeping an eye out for fentanyl? It’s something you can’t see.,Fentanyl is sneaky. Deadly doses have been found in “party drugs” like MDMA and cocaine, as well as fake prescription pills.","You can't see, smell, or taste it.,You can't see, smell, or taste it.,You can't see, smell, or taste it.,You can't see, smell, or taste it.",factsfightfentanyl.org,,"lower_bound: 1000, upper_bound: 1999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.011458},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.021875},{""age"":""35-44"",""gender"":""male"",""percentage"":0.139583},{""age"":""35-44"",""gender"":""female"",""percentage"":0.110417},{""age"":""18-24"",""gender"":""female"",""percentage"":0.092708},{""age"":""25-34"",""gender"":""male"",""percentage"":0.3125},{""age"":""25-34"",""gender"":""female"",""percentage"":0.1875},{""age"":""18-24"",""gender"":""male"",""percentage"":0.1125},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.011458}","{""region"":""California"",""percentage"":1}",instagram,"lower_bound: 100001, upper_bound: 500000",en
1971919589945258,94999047581,"California Department of Public Health",2024-08-29,2024-08-29,,"California Department of Public Health","Fentanyl could be sneaking into the party without anyone knowing.,Fentanyl could be sneaking into the party without anyone knowing.,Fentanyl could be sneaking into the party without anyone knowing.","Stay safe if fentanyl crashes the party.,Stay safe if fentanyl crashes the party.,Stay safe if fentanyl crashes the party.",factsfightfentanyl.org,,"lower_bound: 0, upper_bound: 999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""18-24"",""gender"":""male"",""percentage"":0.243478},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.013043},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.004348},{""age"":""25-34"",""gender"":""male"",""percentage"":0.191304},{""age"":""25-34"",""gender"":""female"",""percentage"":0.152174},{""age"":""18-24"",""gender"":""female"",""percentage"":0.221739},{""age"":""35-44"",""gender"":""female"",""percentage"":0.113043},{""age"":""35-44"",""gender"":""male"",""percentage"":0.06087}","{""region"":""California"",""percentage"":1}",instagram,"lower_bound: 1000001",en
1051255106536326,94999047581,"California Department of Public Health",2024-08-29,2024-08-29,,"California Department of Public Health","Fentanyl could be sneaking into the party without anyone knowing.,Fentanyl could be sneaking into the party without anyone knowing.,Fentanyl could be sneaking into the party without anyone knowing.,Fentanyl could be sneaking into the party without anyone knowing.","Stay safe if fentanyl crashes the party.,Stay safe if fentanyl crashes the party.,Stay safe if fentanyl crashes the party.,Stay safe if fentanyl crashes the party.",factsfightfentanyl.org,,"lower_bound: 0, upper_bound: 999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.005025},{""age"":""18-24"",""gender"":""female"",""percentage"":0.155779},{""age"":""25-34"",""gender"":""male"",""percentage"":0.276382},{""age"":""35-44"",""gender"":""male"",""percentage"":0.085427},{""age"":""18-24"",""gender"":""male"",""percentage"":0.256281},{""age"":""25-34"",""gender"":""female"",""percentage"":0.125628},{""age"":""35-44"",""gender"":""female"",""percentage"":0.085427},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.01005}","{""region"":""California"",""percentage"":1}",instagram,"lower_bound: 1000001",en
815465087368315,94999047581,"California Department of Public Health",2024-08-29,2024-08-29,,"California Department of Public Health","Fentanyl is sneaky. Deadly doses have been found in “party drugs” like MDMA and cocaine, as well as fake prescription pills.,Fentanyl is sneaky. Deadly doses have been found in “party drugs” like MDMA and cocaine, as well as fake prescription pills.,Keeping an eye out for fentanyl? It’s something you can’t see.,Fentanyl is sneaky. Deadly doses have been found in “party drugs” like MDMA and cocaine, as well as fake prescription pills.","You can't see, smell, or taste it.,You can't see, smell, or taste it.,You can't see, smell, or taste it.,You can't see, smell, or taste it.",factsfightfentanyl.org,,"lower_bound: 1000, upper_bound: 1999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.010638},{""age"":""25-34"",""gender"":""male"",""percentage"":0.400709},{""age"":""18-24"",""gender"":""male"",""percentage"":0.203014},{""age"":""25-34"",""gender"":""female"",""percentage"":0.134752},{""age"":""35-44"",""gender"":""male"",""percentage"":0.113475},{""age"":""18-24"",""gender"":""female"",""percentage"":0.08156},{""age"":""35-44"",""gender"":""female"",""percentage"":0.042553},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.007979},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.005319}","{""region"":""California"",""percentage"":1}",instagram,"lower_bound: 1000001",en
833399362177632,387498114451204,"Yes on 36 Treatment Now",2024-08-29,2024-08-29,,"Common Sense on Safety Yes on Prop. 36","Fentanyl and drug addiction are fueling the homelessness crisis and creating an epidemic of organized theft. To stop the suffering, we need to get more people into treatment. Join us at yeson36treatmentnow.com.",,yeson36treatmentnow.com,,"lower_bound: 20000, upper_bound: 24999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""65+"",""gender"":""unknown"",""percentage"":0.011185},{""age"":""65+"",""gender"":""male"",""percentage"":0.514532},{""age"":""65+"",""gender"":""female"",""percentage"":0.474283}","{""region"":""Unknown"",""percentage"":4.8e-5},{""region"":""California"",""percentage"":0.999952}","facebook,instagram","lower_bound: 1000001",en
1643669983151221,387498114451204,"Yes on 36 Treatment Now",2024-08-29,2024-08-29,,"Common Sense on Safety Yes on Prop. 36","Fentanyl and drug addiction are fueling the homelessness crisis and creating an epidemic of organized theft. To stop the suffering, we need to get more people into treatment. Join us at yeson36treatmentnow.com.",,yeson36treatmentnow.com,,"lower_bound: 9000, upper_bound: 9999","lower_bound: 100, upper_bound: 199",USD,"{""age"":""65+"",""gender"":""unknown"",""percentage"":0.004054},{""age"":""65+"",""gender"":""male"",""percentage"":0.37209},{""age"":""65+"",""gender"":""female"",""percentage"":0.623856}","{""region"":""Unknown"",""percentage"":0.000521},{""region"":""California"",""percentage"":0.999479}","facebook,instagram","lower_bound: 1000001",en
1346156239676185,356691761820051,"State Representative Ann Bollin",2024-08-29,2024-08-29,,"Michigan House Republicans","The dangerous drug fentanyl has ripped its way through our communities, claiming thousands of victims.

I've introduced bipartisan legislation that goes right to the root, targeting the criminals and gangs who traffic this drug in our communities.

I'm your State Representative, Ann Bollin, and I'm fighting for your safety throughout Michigan.",,,,"lower_bound: 5000, upper_bound: 5999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.000492},{""age"":""35-44"",""gender"":""female"",""percentage"":0.137371},{""age"":""55-64"",""gender"":""female"",""percentage"":0.092073},{""age"":""25-34"",""gender"":""female"",""percentage"":0.052191},{""age"":""65+"",""gender"":""female"",""percentage"":0.054161},{""age"":""55-64"",""gender"":""male"",""percentage"":0.108321},{""age"":""25-34"",""gender"":""male"",""percentage"":0.062531},{""age"":""35-44"",""gender"":""male"",""percentage"":0.147218},{""age"":""45-54"",""gender"":""male"",""percentage"":0.138848},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.004431},{""age"":""65+"",""gender"":""male"",""percentage"":0.062531},{""age"":""45-54"",""gender"":""female"",""percentage"":0.121123},{""age"":""18-24"",""gender"":""female"",""percentage"":0.004924},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.001477},{""age"":""18-24"",""gender"":""male"",""percentage"":0.00837},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.002462},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.001477}","{""region"":""Unknown"",""percentage"":0.005241},{""region"":""Oregon"",""percentage"":0.000953},{""region"":""Nevada"",""percentage"":0.001429},{""region"":""New Jersey"",""percentage"":0.000953},{""region"":""New Mexico"",""percentage"":0.000476},{""region"":""New York"",""percentage"":0.003811},{""region"":""North Carolina"",""percentage"":0.002382},{""region"":""Ohio"",""percentage"":0.00667},{""region"":""Oklahoma"",""percentage"":0.000476},{""region"":""Pennsylvania"",""percentage"":0.001906},{""region"":""Missouri"",""percentage"":0.002859},{""region"":""South Carolina"",""percentage"":0.002859},{""region"":""Tennessee"",""percentage"":0.002859},{""region"":""Texas"",""percentage"":0.002859},{""region"":""Utah"",""percentage"":0.000476},{""region"":""Virginia"",""percentage"":0.004288},{""region"":""Washington"",""percentage"":0.000476},{""region"":""West Virginia"",""percentage"":0.000953},{""region"":""Nebraska"",""percentage"":0.000476},{""region"":""Mississippi"",""percentage"":0.002382},{""region"":""Alabama"",""percentage"":0.002382},{""region"":""Georgia"",""percentage"":0.002382},{""region"":""Arizona"",""percentage"":0.002859},{""region"":""Arkansas"",""percentage"":0.000953},{""region"":""California"",""percentage"":0.003811},{""region"":""Colorado"",""percentage"":0.002382},{""region"":""Delaware"",""percentage"":0.000476},{""region"":""Washington, District of Columbia"",""percentage"":0.000476},{""region"":""Florida"",""percentage"":0.003335},{""region"":""Hawaii"",""percentage"":0.000476},{""region"":""Minnesota"",""percentage"":0.002382},{""region"":""Idaho"",""percentage"":0.000953},{""region"":""Illinois"",""percentage"":0.005241},{""region"":""Indiana"",""percentage"":0.002859},{""region"":""Iowa"",""percentage"":0.003811},{""region"":""Kansas"",""percentage"":0.001906},{""region"":""Kentucky"",""percentage"":0.000953},{""region"":""Maryland"",""percentage"":0.001429},{""region"":""Michigan"",""percentage"":0.915674},{""region"":""Wisconsin"",""percentage"":0.000476}",facebook,"lower_bound: 10001, upper_bound: 50000",en
1167490144511882,110381494770198,"United States Hispanic Business Council",2024-08-29,2024-08-29,,"United States Hispanic Business Council","In this urgent message, Javier Palomarez, President and CEO of ‪@ushispanicbusiness‬, highlights the alarming rise in vaping product usage among American youth, with 97% of these products being manufactured in China and smuggled through cartels via the southern border. 

Palomarez calls for elected officials to unite and take decisive action to halt the influx of these dangerous products. He emphasizes the need to address the broader issue of illegal imports, including fentanyl, and protect the health and safety of American citizens. 

‪@NTDNews‬ ‪#USHBC #javierpalomarez #vapingcrisis #bipartisanaction",,,,"lower_bound: 0, upper_bound: 999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""25-34"",""gender"":""female"",""percentage"":0.004651},{""age"":""18-24"",""gender"":""male"",""percentage"":0.004651},{""age"":""45-54"",""gender"":""female"",""percentage"":0.009302},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.004651},{""age"":""25-34"",""gender"":""male"",""percentage"":0.018605},{""age"":""35-44"",""gender"":""male"",""percentage"":0.060465},{""age"":""55-64"",""gender"":""female"",""percentage"":0.055814},{""age"":""45-54"",""gender"":""male"",""percentage"":0.139535},{""age"":""55-64"",""gender"":""male"",""percentage"":0.344186},{""age"":""65+"",""gender"":""female"",""percentage"":0.060465},{""age"":""65+"",""gender"":""male"",""percentage"":0.297674}","{""region"":""Alaska"",""percentage"":0.004695},{""region"":""Oregon"",""percentage"":0.00939},{""region"":""Nebraska"",""percentage"":0.014085},{""region"":""Nevada"",""percentage"":0.00939},{""region"":""New Jersey"",""percentage"":0.018779},{""region"":""New York"",""percentage"":0.037559},{""region"":""North Carolina"",""percentage"":0.042254},{""region"":""Ohio"",""percentage"":0.070423},{""region"":""Oklahoma"",""percentage"":0.023474},{""region"":""Pennsylvania"",""percentage"":0.028169},{""region"":""Minnesota"",""percentage"":0.018779},{""region"":""South Carolina"",""percentage"":0.023474},{""region"":""South Dakota"",""percentage"":0.004695},{""region"":""Tennessee"",""percentage"":0.061033},{""region"":""Texas"",""percentage"":0.084507},{""region"":""Virginia"",""percentage"":0.032864},{""region"":""Washington"",""percentage"":0.037559},{""region"":""West Virginia"",""percentage"":0.014085},{""region"":""Missouri"",""percentage"":0.023474},{""region"":""Michigan"",""percentage"":0.037559},{""region"":""Arizona"",""percentage"":0.023474},{""region"":""Florida"",""percentage"":0.061033},{""region"":""Arkansas"",""percentage"":0.004695},{""region"":""Colorado"",""percentage"":0.00939},{""region"":""Illinois"",""percentage"":0.00939},{""region"":""Mississippi"",""percentage"":0.004695},{""region"":""Utah"",""percentage"":0.004695},{""region"":""Alabama"",""percentage"":0.028169},{""region"":""California"",""percentage"":0.028169},{""region"":""Georgia"",""percentage"":0.028169},{""region"":""Massachusetts"",""percentage"":0.00939},{""region"":""Idaho"",""percentage"":0.004695},{""region"":""Indiana"",""percentage"":0.046948},{""region"":""Iowa"",""percentage"":0.032864},{""region"":""Kansas"",""percentage"":0.018779},{""region"":""Kentucky"",""percentage"":0.028169},{""region"":""Louisiana"",""percentage"":0.028169},{""region"":""Maine"",""percentage"":0.004695},{""region"":""Maryland"",""percentage"":0.014085},{""region"":""Wisconsin"",""percentage"":0.014085}","facebook,instagram","lower_bound: 1000001",en
2294921344187907,103629195945874,"Congressman Chuck Edwards",2024-08-29,2024-08-29,,"Office of Congressman Chuck Edwards","Chuck believes we must secure the border and stop the flood of fentanyl and other illegal drugs into our communities. Do you agree?","TAKE THE POLL: Should Congress Secure the Border?",fb.me,,"lower_bound: 20000, upper_bound: 24999","lower_bound: 300, upper_bound: 399",USD,"{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.001038},{""age"":""25-34"",""gender"":""male"",""percentage"":0.004802},{""age"":""55-64"",""gender"":""male"",""percentage"":0.123824},{""age"":""55-64"",""gender"":""female"",""percentage"":0.147771},{""age"":""65+"",""gender"":""female"",""percentage"":0.348887},{""age"":""65+"",""gender"":""male"",""percentage"":0.27419},{""age"":""45-54"",""gender"":""male"",""percentage"":0.037446},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.00026},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.003699},{""age"":""45-54"",""gender"":""female"",""percentage"":0.037446},{""age"":""35-44"",""gender"":""female"",""percentage"":0.008826},{""age"":""35-44"",""gender"":""male"",""percentage"":0.008177},{""age"":""25-34"",""gender"":""female"",""percentage"":0.00318},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.000324},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.00013}","{""region"":""South Carolina"",""percentage"":6.5e-5},{""region"":""Unknown"",""percentage"":0.00013},{""region"":""Georgia"",""percentage"":0.00065},{""region"":""North Carolina"",""percentage"":0.998634},{""region"":""Tennessee"",""percentage"":0.00052}","facebook,instagram","lower_bound: 100001, upper_bound: 500000",en
370037886152805,94999047581,"California Department of Public Health",2024-08-28,2024-08-29,,"California Department of Public Health","Fact alert: using naloxone could make you a lifesaver.,Fact alert: using naloxone could make you a lifesaver.,Fact alert: using naloxone could make you a lifesaver.","Naloxone knowledge is power.,Naloxone knowledge is power.,Naloxone knowledge is power.",factsfightfentanyl.org,,"lower_bound: 0, upper_bound: 999","lower_bound: 0, upper_bound: 99",USD,,,instagram,"lower_bound: 1000001",en
1516163652603028,1496269597272920,"Senator Bill Gannon",2024-08-29,2024-08-29,,"Senator Bill Gannon","My opponent is lying about her record. Emily Phillips is weak on border security and weak on crime. I will defend NH and keep our communities safe. Remember to vote on September 10th.",,,,"lower_bound: 10000, upper_bound: 14999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""65+"",""gender"":""unknown"",""percentage"":0.000917},{""age"":""25-34"",""gender"":""male"",""percentage"":0.116217},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.001376},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.000642},{""age"":""45-54"",""gender"":""female"",""percentage"":0.065859},{""age"":""65+"",""gender"":""female"",""percentage"":0.046689},{""age"":""55-64"",""gender"":""female"",""percentage"":0.061365},{""age"":""65+"",""gender"":""male"",""percentage"":0.047147},{""age"":""18-24"",""gender"":""male"",""percentage"":0.092368},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.001468},{""age"":""35-44"",""gender"":""female"",""percentage"":0.100257},{""age"":""45-54"",""gender"":""male"",""percentage"":0.085397},{""age"":""18-24"",""gender"":""female"",""percentage"":0.081545},{""age"":""25-34"",""gender"":""female"",""percentage"":0.096588},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.001376},{""age"":""35-44"",""gender"":""male"",""percentage"":0.119795},{""age"":""55-64"",""gender"":""male"",""percentage"":0.079985},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.001009}","{""region"":""Unknown"",""percentage"":9.5e-5},{""region"":""New Hampshire"",""percentage"":0.999905}","facebook,instagram","lower_bound: 50001, upper_bound: 100000",en
397780706340158,387498114451204,"Yes on 36 Treatment Now",2024-08-29,2024-08-29,,"Common Sense on Safety Yes on Prop. 36","Fentanyl and drug addiction are fueling the homelessness crisis and creating an epidemic of organized theft. To stop the suffering, we need to get more people into treatment. Join us at yeson36treatmentnow.com.",,yeson36treatmentnow.com,,"lower_bound: 1000, upper_bound: 1999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""65+"",""gender"":""unknown"",""percentage"":0.001245},{""age"":""55-64"",""gender"":""female"",""percentage"":0.235367},{""age"":""55-64"",""gender"":""male"",""percentage"":0.253425},{""age"":""65+"",""gender"":""male"",""percentage"":0.144458},{""age"":""45-54"",""gender"":""female"",""percentage"":0.094645},{""age"":""65+"",""gender"":""female"",""percentage"":0.151308},{""age"":""45-54"",""gender"":""male"",""percentage"":0.118306},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.001245}","{""region"":""Unknown"",""percentage"":0.00062},{""region"":""California"",""percentage"":0.99938}","facebook,instagram","lower_bound: 100001, upper_bound: 500000",en
